Test_Number,Unix_Start_Time,Local_Start_Time,UTC_Start_Time,Characters,Seconds,CPS,WPM,Mistake_Free_Test,Backspaces as % of Verse Length,Incorrect Characters as % of Verse Length,Book,Chapter,Verse #,Verse,Verse_Order,Autostart,% of Words Typed Correctly,Extra Keystrokes %,Test Version,Location,Keyboard,Layout,Caffeine,Custom_1,Custom_2,Custom_3,WPM_Rank,WPM_Percentile,Last 10 Avg,Last 100 Avg,Last 1000 Avg,Incorrect Character % Last 10 Avg,Incorrect Character % Last 100 Avg,Incorrect Character % Last 1000 Avg,Extra Keystrokes % Last 10 Avg,Extra Keystrokes % Last 100 Avg,Extra Keystrokes % Last 1000 Avg,Local_Start_Year,Local_Start_Month,Local_Start_Date,Local_Start_Hour,Local_Start_Minute,Local_Start_10_Minute_Block,Local_Start_15_Minute_Block,Local_Start_30_Minute_Block,Count,Local_End_Time,Local_End_Year,Local_End_Month,Local_End_Date,Local_End_Hour,Local_End_Minute,Local_End_15_Minute_Block,Local_End_10_Minute_Block,Local_End_30_Minute_Block,cumulative_avg,Session,Test_#_Within_Session
1569,1720139845.536567,37:25.5,2024-07-05 00:37:25.536595+00:00,163,33.36366729,4.885554054304156,58.62664865164987,0,5.521472392638037,3.6809815950920246,EXO,2,14,"He said, ""Who made you a prince and a judge over us? Do you plan to kill me, as you killed the Egyptian?"" Moses was afraid, and said, ""Surely this thing is known.""",1569,1,93.93939393939394,11.042944785276074,v2,home,mac,qwerty,yes,,,,1604,35.75150300601202,64.83292757488505,63.63141566295644,59.93121934717277,4.389601592803499,2.8717291002981513,3.984425303244647,9.812407984272053,6.083976480221537,8.348119075497804,2024,7,2024-07-04,20,37,4,3,2,1,37:58.9,2024,7,2024-07-04,20,37,3,4,2,57.997,28,122
1570,1720139878.9290009,37:58.9,2024-07-05 00:37:58.929027+00:00,160,30.76119279,5.201358773110088,62.41630527732106,0,6.875,6.875,EXO,2,15,"Now when Pharaoh heard this thing, he sought to kill Moses. But Moses fled from the face of Pharaoh, and lived in the land of Midian, and he sat down by a well.",1570,1,90.90909091,13.750000000000002,v2,home,mac,qwerty,yes,,,,1260,49.53907815631263,64.79781702436166,63.539631888108026,59.953950087915636,4.583274432309671,2.940479100298151,3.991300303244647,10.07629687316094,6.221476480221537,8.361869075497804,2024,7,2024-07-04,20,37,4,3,2,1,38:29.7,2024,7,2024-07-04,20,38,3,4,2,58,28,123
1571,1720139909.961165,38:30.0,2024-07-05 00:38:29.961182+00:00,125,28.37563279,4.405188103337787,52.862257240053445,0,15.2,13.6,EXO,2,16,"Now the priest of Midian had seven daughters. They came and drew water, and filled the troughs to water their father's flock.",1571,1,90.90909091,30.4,v2,home,mac,qwerty,yes,,,,1990,20.28056112224449,63.05162295496024,63.44516104118315,59.95467780124858,5.653419359845904,3.0492063730254237,4.003789192133536,12.536586728233406,6.470931025676082,8.390046853,2024,7,2024-07-04,20,38,4,3,2,1,38:58.3,2024,7,2024-07-04,20,38,3,4,2,57.997,28,124
1572,1720139938.357159,38:58.4,2024-07-05 00:38:58.357172+00:00,100,17.62264613,5.674516715065684,68.09420058,1,0,0,EXO,2,17,"The shepherds came and drove them away; but Moses stood up and helped them, and watered their flock.",1572,1,100,0,v2,home,mac,qwerty,yes,,,,747,70.10020040080161,63.632721672251726,63.55988730257547,59.97251463371282,4.954118660545204,3.0492063730254237,4.003789192133536,10.998125189771866,6.470931025676082,8.390046853,2024,7,2024-07-04,20,38,4,3,2,1,39:16.0,2024,7,2024-07-04,20,39,3,4,2,58.003,28,125
1573,1720139955.996321,39:16.0,2024-07-05 00:39:15.996348+00:00,98,20.35259471,4.815110869449933,57.78133043,0,3.061224489795918,3.061224489795918,EXO,2,18,"When they came to Reuel, their father, he said, ""How is it that you have returned so early today?""",1573,1,89.47368421052632,6.122448979591836,v2,home,mac,qwerty,yes,,,,1684,32.54509018036072,63.71130926911818,63.47000877865818,59.97698081831225,4.249005154468616,3.071344041652196,3.9981004166233314,9.587898178,6.515206362929628,8.378669302255172,2024,7,2024-07-04,20,39,4,3,2,1,39:36.3,2024,7,2024-07-04,20,39,3,4,2,58.003,28,126
1574,1720139976.376601,39:36.4,2024-07-05 00:39:36.376661+00:00,129,22.07904871,5.842643027795678,70.11171633354813,0,0.7751937984496124,0.7751937984496124,EXO,2,19,"They said, ""An Egyptian delivered us out of the hand of the shepherds, and moreover he drew water for us, and watered the flock.""",1574,1,95.83333333333334,1.550387596899225,v2,home,mac,qwerty,yes,,,,570,77.19438878,64.02628998603454,63.49759927465578,59.99232740780077,4.326524534313577,3.020701819052751,3.9948756104217815,9.609603604,6.413921917730737,8.37221969,2024,7,2024-07-04,20,39,4,3,2,1,39:58.5,2024,7,2024-07-04,20,39,3,4,2,58.01,28,127
1575,1720139998.4858282,39:58.5,2024-07-05 00:39:58.485855+00:00,111,17.16585629,6.466324669,77.59589602869755,1,0,0,EXO,2,20,"He said to his daughters, ""Where is he? Why is it that you have left the man? Call him, that he may eat bread.""",1575,1,100,0,v2,home,mac,qwerty,yes,,,,152,93.94789579158316,65.64470212084242,63.50480329103788,60.01334126189064,3.796723209810266,3.020701819052751,3.9948756104217815,8.550000954968658,6.413921917730737,8.37221969,2024,7,2024-07-04,20,39,4,3,2,1,40:15.7,2024,7,2024-07-04,20,40,3,5,2,58.023,28,128
1576,1720140015.6814878,40:15.7,2024-07-05 00:40:15.681509+00:00,78,14.78799067,5.2745502588164435,63.29460310579732,0,2.5641025641025643,2.5641025641025643,EXO,2,21,"Moses was content to dwell with the man. He gave Moses Zipporah, his daughter.",1576,1,92.85714285714286,5.128205128205128,v2,home,mac,qwerty,yes,,,,1171,53.106212424849694,66.11676913937461,63.435977688964485,60.02448262716733,3.1806502447440126,3.0463428446937764,3.9896382945461677,7.049398648997224,6.465203969012788,8.361745058100844,2024,7,2024-07-04,20,40,5,3,2,1,40:30.5,2024,7,2024-07-04,20,40,3,5,2,58.026,28,129
1577,1720140030.495434,40:30.5,2024-07-05 00:40:30.495460+00:00,103,21.22822079,4.852031689988277,58.22438027985933,0,2.912621359223301,2.912621359223301,EXO,2,22,"She bore a son, and he named him Gershom, for he said, ""I have lived as a foreigner in a foreign land.""",1577,1,95.45454545454544,5.825242718446602,v2,home,mac,qwerty,yes,,,,1643,34.188376753507015,63.709311450750135,63.40623583446702,60.02289008250692,3.4719123806663426,3.025469058286009,3.9925509159053907,7.631922920841883,6.4234563961972535,8.367570301,2024,7,2024-07-04,20,40,5,3,2,1,40:51.7,2024,7,2024-07-04,20,40,3,5,2,58.026,28,130
1578,1720140051.743147,40:51.7,2024-07-05 00:40:51.743167+00:00,184,30.82822046,5.968557291352929,71.62268749623514,0,1.0869565217391304,1.0869565217391304,EXO,2,23,"In the course of those many days, the king of Egypt died, and the children of Israel sighed because of the bondage, and they cried, and their cry came up to God because of the bondage.",1578,1,94.44444444444444,2.1739130434782608,v2,home,mac,qwerty,yes,,,,448,82.08416833667334,64.06300254273492,63.51528338711075,60.04146747263453,3.4556080328402556,3.020713623503401,3.992339171128429,7.599314225189711,6.413945526632037,8.367146811265366,2024,7,2024-07-04,20,40,5,3,2,1,41:22.6,2024,7,2024-07-04,20,41,3,5,2,58.035,28,131
1579,1720140082.586224,41:22.6,2024-07-05 00:41:22.586240+00:00,99,17.11184804,5.785465121,69.42558145,0,4.040404040404041,4.040404040404041,EXO,2,24,"God heard their groaning, and God remembered his covenant with Abraham, with Isaac, and with Jacob.",1579,1,87.5,8.080808080808081,v2,home,mac,qwerty,yes,,,,634,74.62925851703407,65.14289582257057,63.62252894018945,60.040445780397626,3.4915502773714566,3.0317058992015586,3.9963795751688327,7.303100554742912,6.435930078028353,8.375227619346175,2024,7,2024-07-04,20,41,5,3,2,1,41:39.7,2024,7,2024-07-04,20,41,3,5,2,58.042,28,132
1580,1720140099.7130392,41:39.7,2024-07-05 00:41:39.713054+00:00,51,19.57122579,2.605866415554451,31.270396986653413,0,62.74509803921568,58.82352941,EXO,2,25,"God saw the children of Israel, and God understood.",1580,1,66.66666666666666,125.49019607843135,v2,home,mac,qwerty,yes,,,,2466,1.2024048096192386,62.028304993503795,63.341108316352475,60.00998581948197,8.686403218547927,3.589076995788342,4.0537946538763725,18.477120162586047,7.629103643750938,8.497900914016155,2024,7,2024-07-04,20,41,5,3,2,1,41:59.3,2024,7,2024-07-04,20,41,3,5,2,58.025,28,133
1581,1720140119.533182,41:59.5,2024-07-05 00:41:59.533200+00:00,173,30.76862254,5.622611144501934,67.47133373,0,2.8901734104046244,2.8901734104046244,EXO,3,1,"Now Moses was keeping the flock of Jethro, his father-in-law, the priest of Midian, and he led the flock to the back of the wilderness, and came to God's mountain, to Horeb.",1581,1,97.05882352941175,5.780346820809249,v2,home,mac,qwerty,yes,,,,800,67.97595190380761,63.48921264290077,63.30333842274892,60.01464563558328,7.615420559588391,3.6029411359074253,4.053875838522732,16.015154844666974,7.656831923989105,8.498063283308875,2024,7,2024-07-04,20,41,5,3,2,1,42:30.3,2024,7,2024-07-04,20,42,3,5,2,58.031,28,134
1582,1720140150.3294349,42:30.3,2024-07-05 00:42:30.329458+00:00,161,28.38913283,5.671184144548822,68.05420973458587,0,3.1055900621118013,3.1055900621118013,EXO,3,2,"The LORD's angel appeared to him in a flame of fire out of the middle of a bush. He looked, and behold, the bush burned with fire, and the bush was not consumed.",1582,1,90.90909091,6.211180124223603,v2,home,mac,qwerty,yes,,,,751,69.93987975951904,63.485213558280535,63.339222148163664,60.01831552320465,7.925979565799571,3.5878431903746972,4.056465964667318,16.63627285708933,7.626636033,8.503243535598047,2024,7,2024-07-04,20,42,5,3,2,1,42:58.7,2024,7,2024-07-04,20,42,3,5,2,58.038,28,135
1583,1720140178.749519,42:58.8,2024-07-05 00:42:58.749551+00:00,82,13.99965246,5.857288260976914,70.28745913172297,1,0,0,EXO,3,3,"Moses said, ""I will go now, and see this great sight, why the bush is not burned.""",1583,1,100,0,v2,home,mac,qwerty,yes,,,,551,77.95591182,64.73582642811292,63.521664972983025,60.02992101656504,7.619857116819979,3.4949860475175547,4.049104001477134,16.024027959130148,7.440921747209364,8.488519609,2024,7,2024-07-04,20,42,5,3,2,1,43:12.7,2024,7,2024-07-04,20,43,3,5,2,58.045,28,136
1584,1720140192.777536,43:12.8,2024-07-05 00:43:12.777568+00:00,140,30.37058354,4.609723741758249,55.316684901098995,0,5.714285714285714,5.714285714285714,EXO,3,4,"When the LORD saw that he came over to see, God called to him out of the middle of the bush, and said, ""Moses! Moses!"" He said, ""Here I am.""",1584,1,93.33333333333331,11.428571428571429,v2,home,mac,qwerty,yes,,,,1832,26.613226452905813,63.256323284867996,63.42261886301657,60.02648642022482,8.113766308403587,3.527738660757972,4.049555129296683,17.011846342297368,7.506426974,8.489421864856777,2024,7,2024-07-04,20,43,5,3,2,1,43:43.1,2024,7,2024-07-04,20,43,3,5,2,58.044,28,137
1585,1720140223.170198,43:43.2,2024-07-05 00:43:43.170219+00:00,101,17.56545458,5.749922355994628,68.99906827193554,0,0.99009901,0.99009901,EXO,3,5,"He said, ""Don't come close. Take off your sandals, for the place you are standing on is holy ground.""",1585,1,100,1.98019802,v2,home,mac,qwerty,yes,,,,679,72.82565130260521,62.39664051,63.48554390213283,60.02842433261675,8.212776209393686,3.523041110710997,4.049481398519349,17.209866144277566,7.482433333450263,8.489274403,2024,7,2024-07-04,20,43,5,3,2,1,44:00.7,2024,7,2024-07-04,20,44,3,5,2,58.051,28,138
1586,1720140240.763623,44:00.8,2024-07-05 00:44:00.763655+00:00,165,31.98874429,5.158064302212156,61.89677162654587,0,1.2121212121212122,0.6060606060606061,EXO,3,6,"Moreover he said, ""I am the God of your father, the God of Abraham, the God of Isaac, and the God of Jacob."" Moses hid his face because he was afraid to look at God.",1586,1,94.28571428571428,2.4242424242424243,v2,home,mac,qwerty,yes,,,,1312,47.454909819639276,62.256857361266654,63.42970224111807,60.027026328857296,8.016972013589491,3.511860337461258,4.050087459,16.939469873881297,7.472192999071998,8.491698645726352,2024,7,2024-07-04,20,44,5,3,2,1,44:32.8,2024,7,2024-07-04,20,44,3,5,2,58.053,28,139
1587,1720140272.780247,44:32.8,2024-07-05 00:44:32.780277+00:00,161,26.27384817,6.127766247892697,73.53319497471236,0,0.6211180124223602,0.6211180124223602,EXO,3,7,"The LORD said, ""I have surely seen the affliction of my people who are in Egypt, and have heard their cry because of their taskmasters, for I know their sorrows.",1587,1,96.66666666666669,1.2422360248447204,v2,home,mac,qwerty,yes,,,,330,86.81362725450902,63.78773883075196,63.70259119687111,60.04134205,7.787821678909397,3.4425998194722744,4.050708577137833,16.48116920452111,7.333671963,8.492940881751197,2024,7,2024-07-04,20,44,5,3,2,1,44:59.1,2024,7,2024-07-04,20,44,3,5,2,58.063,28,140
1588,1720140299.083432,44:59.1,2024-07-05 00:44:59.083460+00:00,271,55.22242633,4.907426529320298,58.88911835184358,0,6.273062730627307,5.904059040590406,EXO,3,8,"I have come down to deliver them out of the hand of the Egyptians, and to bring them up out of that land to a good and large land, to a land flowing with milk and honey; to the place of the Canaanite, the Hittite, the Amorite, the Perizzite, the Hivite, and the Jebusite.",1588,1,88.88888888888889,12.546125461254611,v2,home,mac,qwerty,yes,,,,1579,36.75350701402806,62.51438192,63.702923454370875,60.04762808427017,8.269531930794525,3.486015409878179,4.043677312795339,17.518390446298742,7.427883217706576,8.478621335570661,2024,7,2024-07-04,20,44,5,3,2,1,45:54.3,2024,7,2024-07-04,20,45,4,5,2,58.063,28,141
1589,1720140354.3279989,45:54.3,2024-07-05 00:45:54.328024+00:00,137,35.89020475,3.8171975042856223,45.806370051427464,0,9.489051094890511,9.489051094890511,EXO,3,9,"Now, behold, the cry of the children of Israel has come to me. Moreover I have seen the oppression with which the Egyptians oppress them.",1589,1,92,18.97810218978102,v2,home,mac,qwerty,yes,,,,2286,8.416833667,60.15246077645493,63.49856846235896,60.03249924950797,8.814396636243172,3.561038371,4.045986876710741,18.608119857196037,7.564684107154055,8.482214822375827,2024,7,2024-07-04,20,45,5,4,2,1,46:30.2,2024,7,2024-07-04,20,46,4,5,2,58.056,28,142
1590,1720140390.280673,46:30.3,2024-07-05 00:46:30.280708+00:00,120,27.83510163,4.311103354917247,51.73324025900696,0,7.5,6.666666666666667,EXO,3,10,"Come now therefore, and I will send you to Pharaoh, that you may bring my people, the children of Israel, out of Egypt.""",1590,1,86.95652173913044,15,v2,home,mac,qwerty,yes,,,,2051,17.835671342685373,62.198745103690285,63.35306906303867,60.042152912578686,3.5987103617333687,3.6277050378248763,4.021619060618788,7.559100249352902,7.7146841071540555,8.433421719,2024,7,2024-07-04,20,46,5,4,2,1,46:58.1,2024,7,2024-07-04,20,46,4,5,2,58.052,28,143
1591,1720140418.362079,46:58.4,2024-07-05 00:46:58.362098+00:00,120,23.19165658,5.174274617707243,62.091295412486915,0,0.8333333333333334,0.8333333333333334,EXO,3,11,"Moses said to God, ""Who am I, that I should go to Pharaoh, and that I should bring the children of Israel out of Egypt?""",1591,1,100,1.6666666666666667,v2,home,mac,qwerty,yes,,,,1293,48.21643286573146,61.66074127153665,63.31329574683845,60.04272673588695,3.393026354,3.5781871314887876,4.022452393952121,7.147732233938645,7.615648294481879,8.435088385594218,2024,7,2024-07-04,20,46,5,4,2,1,47:21.6,2024,7,2024-07-04,20,47,4,5,2,58.054,28,144
1592,1720140441.581523,47:21.6,2024-07-05 00:47:21.581565+00:00,178,33.748566,5.274298173,63.291578077717446,0,6.179775280898877,6.179775280898877,EXO,3,12,"He said, ""Certainly I will be with you. This will be the token to you, that I have sent you: when you have brought the people out of Egypt, you shall serve God on this mountain.""",1592,1,97.22222222,12.359550561797752,v2,home,mac,qwerty,yes,,,,1172,53.06613226452905,61.18447810584981,63.31210619487447,60.039522531356695,3.700444875904947,3.6399848842977764,4.028632169,7.762569277696059,7.739243800099858,8.447447936156015,2024,7,2024-07-04,20,47,5,4,2,1,47:55.3,2024,7,2024-07-04,20,47,4,5,2,58.057,28,145
1593,1720140475.345716,47:55.3,2024-07-05 00:47:55.345753+00:00,190,36.34909821,5.227089786733231,62.72507744079877,0,1.0526315789473684,1.0526315789473684,EXO,3,13,"Moses said to God, ""Behold, when I come to the children of Israel, and tell them, 'The God of your fathers has sent me to you,' and they ask me, 'What is his name?' what should I tell them?""",1593,1,94.87179487179486,2.1052631578947367,v2,home,mac,qwerty,yes,,,,1230,50.74148296593186,60.42823993675738,63.363197088741316,60.04364619,3.8057080337996836,3.583844533420584,4.024922896050063,7.973095593485533,7.626963098,8.44002939,2024,7,2024-07-04,20,47,5,4,2,1,48:31.7,2024,7,2024-07-04,20,48,4,5,2,58.06,28,146
1594,1720140511.716002,48:31.7,2024-07-05 00:48:31.716031+00:00,121,30.81954021,3.9260806351895305,47.11296762227437,0,4.132231404958677,3.3057851239669422,EXO,3,14,"God said to Moses, ""I AM WHO I AM,"" and he said, ""You shall tell the children of Israel this: 'I AM has sent me to you.'""",1594,1,92.59259259,8.264462809917356,v2,home,mac,qwerty,yes,,,,2239,10.30060120240481,59.607868208874926,63.19107391645349,60.03239311,3.5648579747678064,3.6169023846602535,4.022490976255997,7.656684731620125,7.709607726444644,8.436818442763954,2024,7,2024-07-04,20,48,5,4,2,1,49:02.5,2024,7,2024-07-04,20,49,4,5,2,58.053,28,147
1595,1720182511.776157,28:31.8,2024-07-05 12:28:31.776212+00:00,258,52.17595583,4.944806393691811,59.33767672430174,0,1.937984496124031,1.937984496124031,EXO,3,15,"God said moreover to Moses, ""You shall tell the children of Israel this, 'The LORD, the God of your fathers, the God of Abraham, the God of Isaac, and the God of Jacob, has sent me to you.' This is my name forever, and this is my memorial to all generations.",1595,1,100,3.875968992248062,v2,home,mac,qwerty,yes,,,,1549,37.95591182364729,58.64172905411154,63.33766044381914,60.03178948719615,3.6596465233901108,3.5999185932578577,4.022116822023797,7.846261828864732,7.675640143639852,8.436070134299554,2024,7,2024-07-05,8,28,3,2,1,1,29:24.0,2024,7,2024-07-05,8,29,2,3,1,58.054,29,1
1596,1720182563.968106,29:24.0,2024-07-05 12:29:23.968136+00:00,240,58.10405429,4.1305207170895155,49.566248605074186,0,1.25,1.25,EXO,3,16,"Go and gather the elders of Israel together, and tell them, 'The LORD, the God of your fathers, the God of Abraham, of Isaac, and of Jacob, has appeared to me, saying, ""I have surely visited you, and seen that which is done to you in Egypt.",1596,1,93.61702127659576,2.5,v2,home,mac,qwerty,yes,,,,2143,14.148296593186375,57.40867675196438,63.203805857989856,60.02240811,3.7240404627840498,3.6124185932578574,4.021067971449084,7.8538375864404895,7.700640143639852,8.433972433150128,2024,7,2024-07-05,8,29,3,2,1,1,30:22.1,2024,7,2024-07-05,8,30,3,4,2,58.049,29,2
1597,1720182622.103183,30:22.1,2024-07-05 12:30:22.103210+00:00,205,39.769407,5.154716035871493,61.85659243045792,0,1.4634146341463414,1.4634146341463414,EXO,3,17,"I have said, I will bring you up out of the affliction of Egypt to the land of the Canaanite, the Hittite, the Amorite, the Perizzite, the Hivite, and the Jebusite, to a land flowing with milk and honey.""'",1597,1,94.87179487179486,2.9268292682926833,v2,home,mac,qwerty,yes,,,,1314,47.3747495,56.24101649753893,63.29660479271117,60.02147398017333,3.8082701249564486,3.5988837255148134,4.021102814654659,8.022296910785288,7.673570408153764,8.434042119561278,2024,7,2024-07-05,8,30,4,3,2,1,31:01.9,2024,7,2024-07-05,8,31,3,4,2,58.051,29,3
1598,1720182661.9007528,31:01.9,2024-07-05 12:31:01.900776+00:00,282,52.60977721,5.360220380426136,64.32264456511363,0,4.609929078014185,4.609929078014185,EXO,3,18,"They will listen to your voice. You shall come, you and the elders of Israel, to the king of Egypt, and you shall tell him, 'The LORD, the God of the Hebrews, has met with us. Now please let us go three days' journey into the wilderness, that we may sacrifice to the LORD, our God.'",1598,1,96.42857142857144,9.219858156028367,v2,home,mac,qwerty,yes,,,,1085,56.55310621242485,56.78436911886594,63.44602954745607,60.01868007748754,3.6788571286988265,3.532483016294955,4.025712743732673,7.689670180262662,7.515768989714047,8.443261977717306,2024,7,2024-07-05,8,31,4,3,2,1,31:54.5,2024,7,2024-07-05,8,31,3,4,2,58.055,29,4
1599,1720182715,31:54.5,2024-07-05 12:31:54.531857+00:00,88,16.0618585,5.4788180334174905,65.74581640100989,0,4.545454545454546,4.545454545454546,EXO,3,19,"I know that the king of Egypt won't give you permission to go, no, not by a mighty hand.",1599,1,94.73684210526316,9.090909090909092,v2,home,mac,qwerty,yes,,,,951,61.923847695390776,58.77831375382418,63.40192341456285,60.02428866645539,3.184497474,3.563012188615173,4.0257298963913355,6.70095087,7.576827334354482,8.442541566053498,2024,7,2024-07-05,8,31,4,3,2,1,32:10.6,2024,7,2024-07-05,8,32,3,4,2,58.06,29,5
1600,1720182730.612629,32:10.6,2024-07-05 12:32:10.612653+00:00,124,18.41363275,6.734141040148636,80.80969248178363,1,0,0,EXO,3,20,"I will reach out my hand and strike Egypt with all my wonders which I will do among them, and after that he will let you go.",1600,1,100,0,v2,home,mac,qwerty,yes,,,,70,97.23446893787575,61.685958976101844,63.50434129889823,60.03398330781696,2.517830807088563,3.5453910432407234,4.024226136992839,5.20095087,7.541585043605584,8.439534047256506,2024,7,2024-07-05,8,32,4,3,2,1,32:29.0,2024,7,2024-07-05,8,32,3,4,2,58.074,29,6
1601,1720182749.276427,32:29.3,2024-07-05 12:32:29.276442+00:00,128,17.3031155,7.397511737120404,88.77014084544486,1,0,0,EXO,3,21,"I will give this people favor in the sight of the Egyptians, and it will happen that when you go, you shall not go empty-handed.",1601,1,100,0,v2,home,mac,qwerty,yes,,,,5,99.83967935871743,64.35384351939764,63.81921901368301,60.05246842454058,2.434497474,3.4719965478278794,4.024226136992839,5.034284203708803,7.3947960527798955,8.439534047256506,2024,7,2024-07-05,8,32,4,3,2,1,32:46.6,2024,7,2024-07-05,8,32,3,4,2,58.093,29,7
1602,1720182766.6080818,32:46.6,2024-07-05 12:32:46.608130+00:00,213,39.8792705,5.341120771,64.09344925203685,0,2.816901408450704,2.816901408450704,EXO,3,22,"But every woman shall ask of her neighbor, and of her who visits her house, jewels of silver, jewels of gold, and clothing. You shall put them on your sons, and on your daughters. You shall plunder the Egyptians.""",1602,1,94.87179487179486,5.633802816901409,v2,home,mac,qwerty,yes,,,,1107,55.67134268537074,64.43403063682959,63.68944341548363,60.067403401299444,2.0982100865104125,3.5001655619123864,4.0172164488059146,4.361709429,7.4511340809489095,8.423202532154331,2024,7,2024-07-05,8,32,4,3,2,1,33:26.5,2024,7,2024-07-05,8,33,3,4,2,58.097,29,8
1603,1720182807,33:26.5,2024-07-05 12:33:26.514112+00:00,135,24.36185658,5.541449583,66.49739499453648,0,2.962962962962963,2.962962962962963,EXO,4,1,"Moses answered, ""But, behold, they will not believe me, nor listen to my voice; for they will say, 'The LORD has not appeared to you.'""",1603,1,96,5.9259259259259265,v2,home,mac,qwerty,yes,,,,880,64.76953907815631,64.81126239220336,63.66299173067332,60.07920418308179,2.2892432249119716,3.5297951915420156,4.013412494475644,4.743775706022288,7.510393340208169,8.412587104696799,2024,7,2024-07-05,8,33,4,3,2,1,33:50.9,2024,7,2024-07-05,8,33,3,4,2,58.102,29,9
1604,1720182830.902123,33:50.9,2024-07-05 12:33:50.902147+00:00,68,12.55436592,5.416442411314495,64.99730893577394,1,0,0,EXO,4,2,"The LORD said to him, ""What is that in your hand?"" He said, ""A rod.""",1604,1,100,0,v2,home,mac,qwerty,yes,,,,1012,59.478957915831664,66.59969652355332,63.61492735743935,60.09010210433456,1.9586647125152776,3.523947238325641,4.009993691056842,3.9173294250305526,7.498697434,8.405749497859192,2024,7,2024-07-05,8,33,4,3,2,1,34:03.5,2024,7,2024-07-05,8,34,3,4,2,58.107,29,10
1605,1720182843.471948,34:03.5,2024-07-05 12:34:03.471977+00:00,112,18.61540954,6.016520869299498,72.19825043159398,0,0.8928571428571429,0.8928571428571429,EXO,4,3,"He said, ""Throw it on the ground."" He threw it on the ground, and it became a snake; and Moses ran away from it.",1605,1,95.83333333333334,1.7857142857142856,v2,home,mac,qwerty,yes,,,,410,83.60721442885772,67.88575389428254,63.715851103567886,60.08730878016163,1.8541519771885888,3.507452080940654,4.010886548199698,3.7083039543771745,7.465707119005446,8.407535212144907,2024,7,2024-07-05,8,34,4,3,2,1,34:22.1,2024,7,2024-07-05,8,34,3,4,2,58.115,29,11
1606,1720182862.114866,34:22.1,2024-07-05 12:34:22.114900+00:00,154,25.64896842,6.004140107947952,72.04968129537542,0,1.2987012987012987,1.2987012987012987,EXO,4,4,"The LORD said to Moses, ""Stretch out your hand, and take it by the tail."" He stretched out his hand, and took hold of it, and it became a rod in his hand.",1606,1,93.93939393939394,2.5974025974025974,v2,home,mac,qwerty,yes,,,,420,83.20641283,70.13409716331266,63.76686629913782,60.09904817395352,1.8590221070587187,3.4859563353069767,4.012185249498399,3.718044214117435,7.422715627738091,8.410132615,2024,7,2024-07-05,8,34,4,3,2,1,34:47.8,2024,7,2024-07-05,8,34,3,4,2,58.124,29,12
1607,1720182887.789647,34:47.8,2024-07-05 12:34:47.789691+00:00,156,25.19390404,6.1919740481640755,74.30368858,0,0.6410256410256411,0.6410256410256411,EXO,4,5,"""This is so that they may believe that the LORD, the God of their fathers, the God of Abraham, the God of Isaac, and the God of Jacob, has appeared to you.""",1607,1,96.875,1.282051282051282,v2,home,mac,qwerty,yes,,,,297,88.13627254509018,71.37880677806376,63.822397482628496,60.113504703915346,1.776783207746649,3.4550531588814124,4.011670205775263,3.5535664154932944,7.3609092748869625,8.409102527296035,2024,7,2024-07-05,8,34,4,3,2,1,35:13.0,2024,7,2024-07-05,8,35,3,4,2,58.134,29,13
1608,1720182913,35:13.0,2024-07-05 12:35:13.008709+00:00,179,32.26968388,5.5470019691973205,66.56402363036784,0,0.5586592178770949,0.5586592178770949,EXO,4,6,"The LORD said furthermore to him, ""Now put your hand inside your cloak."" He put his hand inside his cloak, and when he took it out, behold, his hand was leprous, as white as snow.",1608,1,97.14285714285714,1.117318436,v2,home,mac,qwerty,yes,,,,878,64.8496994,71.60294468458918,63.88364280727773,60.11956099365611,1.3716562217329398,3.4122526542859903,4.009351167151414,2.7433124434658764,7.2753082656961165,8.404464450048337,2024,7,2024-07-05,8,35,4,3,2,1,35:45.3,2024,7,2024-07-05,8,35,3,4,2,58.139,29,14
1609,1720182945.304986,35:45.3,2024-07-05 12:35:45.305022+00:00,175,30.37674679,5.760985572419785,69.13182686903743,0,2.2857142857142856,2.2857142857142856,EXO,4,7,"He said, ""Put your hand inside your cloak again."" He put his hand inside his cloak again, and when he took it out of his cloak, behold, it had turned again as his other flesh.",1609,1,97.14285714285714,4.571428571428571,v2,home,mac,qwerty,yes,,,,662,73.50701402805612,71.94154573139193,63.97587437598084,60.13130822309761,1.1456821957589136,3.435109797143133,4.005514432457536,2.291364391517825,7.321022551410404,8.396790980660583,2024,7,2024-07-05,8,35,4,3,2,1,36:15.7,2024,7,2024-07-05,8,36,3,4,2,58.146,29,15
1610,1720182975.708084,36:15.7,2024-07-05 12:36:15.708111+00:00,140,20.65272004,6.7787681097352674,81.34521731682321,1,0,0,EXO,4,8,"""It will happen, if they will not believe you or listen to the voice of the first sign, that they will believe the voice of the latter sign.",1610,1,100,0,v2,home,mac,qwerty,yes,,,,58,97.71543086172345,71.99509821489589,64.08026624002221,60.14983472088885,1.1456821957589138,3.426979716,4.004514432457536,2.291364391517825,7.304762388808777,8.394790980660584,2024,7,2024-07-05,8,36,4,3,2,1,36:36.4,2024,7,2024-07-05,8,36,3,4,2,58.161,29,16
